"FOLDERNUMBER","FOLDERTYPE","REPORTCODE","FOLDERSTATUS","APPLICATIONDATE","APPROVEDAPPLICATIONDATE","ISSUEDDATE","COMPLETEDDATE","ROLLNUMBER","NEIGHBOURHOOD","STATSCANADABUILDINGCODE","STATSCANADABUILDINGCODEDESC","STATSCANADAWORKCODE","STATSCANADAWORKCODEDESC","STATSCANADAUNITSCREATED","STATSCANADAUNITSLOST","BUILDINGAREAM2","UNIT","HOUSE","STREET","ADDRESS","PLAN","BLOCK","LOT","LEGAL","PROPERTY_NUMBER","CONSTRUCTIONVALUE"
"BP032799","BUILDING - RESIDENTIAL","RENO","EXPIRED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","12/19/2025 12:00:00 AM","2022800230001","COPPERWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","23","FIRELIGHT WAY W","23 FIRELIGHT WAY W","0714402","10","6","PLAN 0714402 BLOCK 10 LOT 6","453244","28043.31000000"
"BP032800","BUILDING - RESIDENTIAL","RENO","EXPIRED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","8/6/2025 12:00:00 AM","2052001460001","VARSITY VILLAGE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","146","PENSACOLA CRT W","146 PENSACOLA CRT W","7710705","32","127","PLAN 7710705 BLOCK 32 LOT 127","217283","18597.57000000"
"BP032801","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/10/2025 12:00:00 AM","1041505140001","GLENDALE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","514","NORMANDY RD S","514 NORMANDY RD S","7510923","10","8","PLAN 7510923 BLOCK 10 LOT 8","276286","29000.00000000"
"BP032802","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","6/13/2025 12:00:00 AM","2052600160001","VARSITY VILLAGE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","16","PURDUE CRT W","16 PURDUE CRT W","8111296","32","176","PLAN 8111296 BLOCK 32 LOT 176","240152","12974.85000000"
"BP032803","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/17/2025 12:00:00 AM","1207012100001","LONDON ROAD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","1210","7 AVE S","1210 7 AVE S","5728S","7","3,4","PLAN 5728S BLOCK 7 LOT 3 AND THE WEST 9 FEET OF LOT 4","303166","15000.00000000"
"BP032804","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/8/2025 12:00:00 AM","4/28/2025 12:00:00 AM","6/11/2025 12:00:00 AM","7/23/2026 12:00:00 AM","2047506300001","COPPERWOOD","310","APARTMENT / TRIPLEX / UP DOWN DUPLEX","01","NEW CONSTRUCTION","2.00000000","","68.01000000","","630","MINERS CHASE W","630 MINERS CHASE W","2411607","30","41","PLAN 2411607 BLOCK 30 LOT 41","478265","482946.90000000"
"BP032805","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","7/24/2025 12:00:00 AM","2028002920001","INDIAN BATTLE HEIGHTS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","292","JERRY POTTS BLVD W","292 JERRY POTTS BLVD W","8210884","6","7","PLAN WEST LETHBRIDGE VILLAGE LETHBRIDGE 8210884 BLOCK SIX (6) THAT PORTION OF LOT SEVEN (7) LYING TO THE EAST OF THE WEST 1.525 METRES IN PERPENDICULAR WIDTH THROUGHOUT OF SAID LOT SEVEN (7)","376239","20663.49000000"
"BP032806","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","5/30/2025 12:00:00 AM","2001301620001","COUNTRY MEADOWS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","162","CROCUS TERR W","162 CROCUS TERR W","1512345","3","38","PLAN 1512345 BLOCK 3 LOT 38","464686","15696.75000000"
"BP032807","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","6/6/2025 12:00:00 AM","4242010110001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","1011","42 AVE N","1011 42 AVE N","731223","1","9","PLAN 731223 BLOCK 1 THAT PORTION OF LOT 9 LYING WEST OF A LINE DRAWN FROM A POINT ON THE SOUTH BOUNDARY DISTANT 20 FEET EASTERLY FROM THE SOUTH WEST CORNER OF SAID LOT TO A POINT ON THE NORTHERLY BOUNDARY DISTANT 45 FEET EASTERLY FROM THE NORTH WEST ","284455","19117.25000000"
"BP032808","BUILDING - RESIDENTIAL","RENO","EXPIRED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","8/14/2025 12:00:00 AM","4213024010001","PARK MEADOWS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","2401","13 AVE N","2401 13 AVE N","7099JK","7","43","PLAN 7099JK BLOCK 7 LOT 43","297874","17266.43000000"
"BP032809","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","5/16/2025 12:00:00 AM","2009210350001","PARADISE CANYON","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","1035","CANYON BLVD W","1035 CANYON BLVD W","0111806","1","3","PLAN 0111806 BLOCK 1 LOT 3","386466","23758.11000000"
"BP032810","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","4/8/2025 12:00:00 AM","6/16/2025 12:00:00 AM","1207020120001","VICTORIA PARK","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","2012","7 AVE S","2012 7 AVE S","2156AA","","5,6","PLAN 2156AA LOTS 5 AND 6","329892","20876.47000000"
"BP032811","BUILDING - RESIDENTIAL","UNCOVERED","COMPLETED","4/8/2025 12:00:00 AM","4/11/2025 12:00:00 AM","4/14/2025 12:00:00 AM","5/9/2025 12:00:00 AM","2015611110001","COPPERWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","16.72000000","","1111","COALBROOK PL W","1111 COALBROOK PL W","2111598","32","46","PLAN 2111598 BLOCK 32 LOT 46","476248","4672.80000000"
"BP032812","BUILDING - COMMERCIAL","RENO","COMPLETED","4/9/2025 12:00:00 AM","4/10/2025 12:00:00 AM","4/11/2025 12:00:00 AM","7/17/2025 12:00:00 AM","1205001020001","DOWNTOWN","650","NURSING HOME","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","102","5 AVE S","102 5 AVE S","0213773","1","2","PLAN 0213773 BLOCK 1 LOT 2
CONTAINING 2.47 ACRES","395713","13000.00000000"
"BP032813","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/9/2025 12:00:00 AM","4/11/2025 12:00:00 AM","4/24/2025 12:00:00 AM","3/5/2026 12:00:00 AM","2047700780001","COPPERWOOD","310","APARTMENT / TRIPLEX / UP DOWN DUPLEX","01","NEW CONSTRUCTION","2.00000000","","158.03000000","","78","MINERS RD W","78 MINERS RD W","2411607","29","20","PLAN 2411607 BLOCK 29 LOT 20","478239","558411.53000000"
"BP032814","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/9/2025 12:00:00 AM","4/9/2025 12:00:00 AM","4/10/2025 12:00:00 AM","7/22/2025 12:00:00 AM","1205012250001","LONDON ROAD","310","APARTMENT / TRIPLEX / UP DOWN DUPLEX","03","ALTERATIONS/IMPROVEMENTS","","","59.18000000","2D","1225","5 AVE S","2D-1225 5 AVE S","","","","","471772","25000.00000000"
"BP032815","BUILDING - HOMEOWNER","GARAGE-DET","EXPIRED","4/9/2025 12:00:00 AM","","","5/20/2025 12:00:00 AM","1014005060001","GLENDALE","110","SINGLE HOUSE","12","INSTALLATION OF A PRE-FAB BLDG","","","15.30000000","","506","DIEPPE BLVD S","506 DIEPPE BLVD S","7510923","2","11","PLAN 7510923 BLOCK 2 LOT 11","276104","17531.25000000"
"BP032816","BUILDING - HOMEOWNER","HOT TUB","COMPLETED","4/9/2025 12:00:00 AM","4/9/2025 12:00:00 AM","4/9/2025 12:00:00 AM","6/23/2025 12:00:00 AM","4032000440001","UPLANDS","110","SINGLE HOUSE","14","SWIMMING POOL","","","0.00000000","","44","KODIAK BLVD N","44 KODIAK BLVD N","0211964","10","127","PLAN 0211964 BLOCK 10 LOT 127","392528","8871.00000000"
"BP032817","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","4/9/2025 12:00:00 AM","4/10/2025 12:00:00 AM","4/10/2025 12:00:00 AM","10/15/2025 12:00:00 AM","4009300790001","BLACKWOLF 1","310","APARTMENT / TRIPLEX / UP DOWN DUPLEX","07","CONV. SINGLE TO MULTIPLE DWELLING","1.00000000","","55.18000000","","79","BLACKWOLF PASS N","79 BLACKWOLF PASS N","2110294","15","11","PLAN 2110294 BLOCK 15 LOT 11","475452","41086.98000000"
"BP032818","BUILDING - HOMEOWNER","BSMNT DEV","COMPLETED","4/9/2025 12:00:00 AM","4/11/2025 12:00:00 AM","4/14/2025 12:00:00 AM","8/1/2025 12:00:00 AM","4116014050001","WINSTON CHURCHILL","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","55.74000000","","1405","16 ST N","1405 16 ST N","4420JK","3","33","PLAN 4420 JK BLOCK 3 THE NORTHERLY 8.99 METRES IN PERPENDICULAR WIDTH THROUGHOUT OF LOT 33","358116","41502.00000000"
"BP032819","BUILDING - COMMERCIAL","RENO","COMPLETED","4/10/2025 12:00:00 AM","4/14/2025 12:00:00 AM","4/16/2025 12:00:00 AM","5/27/2025 12:00:00 AM","1201000750000","DOWNTOWN","310","APARTMENT / TRIPLEX / UP DOWN DUPLEX","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","75","1 AVE S","75 1 AVE S","9412387","","CS","CONDOMINIUM PLAN 9412387 UNIT 1","428249","15000.00000000"
"BP032820","BUILDING - HOMEOWNER","RENO","COMPLETED","4/10/2025 12:00:00 AM","4/10/2025 12:00:00 AM","4/14/2025 12:00:00 AM","7/16/2025 12:00:00 AM","4118111100001","WINSTON CHURCHILL","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","14.30000000","","1110","18A ST N","1110 18A ST N","1357GY","10","14","PLAN 1357GY BLOCK 10 LOT 14","334540","3000.00000000"
"BP032821","BUILDING - RESIDENTIAL","RENO","EXPIRED","4/10/2025 12:00:00 AM","4/10/2025 12:00:00 AM","4/10/2025 12:00:00 AM","7/15/2025 12:00:00 AM","2001302930001","COUNTRY MEADOWS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","293","CROCUS TERR W","293 CROCUS TERR W","1512345","1","49","PLAN 1512345 BLOCK 1 LOT 49","464647","19000.00000000"
"BP032822","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/10/2025 12:00:00 AM","4/11/2025 12:00:00 AM","4/14/2025 12:00:00 AM","4/16/2025 12:00:00 AM","4215025100001","PARK MEADOWS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","2510","15 AVE N","2510 15 AVE N","992LK","17","26","PLAN 992LK BLOCK 17 LOT 26","251688","13000.00000000"
"BP032823","BUILDING - COMMERCIAL","RENO","COMPLETED","4/10/2025 12:00:00 AM","5/8/2025 12:00:00 AM","5/13/2025 12:00:00 AM","9/17/2025 12:00:00 AM","2026208980001","HERITAGE HEIGHTS","540","RESTAURANT / BAR","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","898","HERITAGE BLVD W","898 HERITAGE BLVD W","0510900","9","4","PLAN 0510900 BLOCK 9 LOT 4
0.85 ACS","412961","420000.00000000"
"BP032824","BUILDING - COMMERCIAL","RENO","COMPLETED","4/10/2025 12:00:00 AM","5/22/2025 12:00:00 AM","5/28/2025 12:00:00 AM","7/30/2025 12:00:00 AM","2001701102001","THE CROSSINGS","512","RETAIL COMPLEX","03","ALTERATIONS/IMPROVEMENTS","","","85.60000000","30","14","AQUITANIA BLVD W","30-14 AQUITANIA BLVD W","1710376","","","","469894","11000.00000000"
"BP032825","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/11/2025 12:00:00 AM","4/11/2025 12:00:00 AM","4/16/2025 12:00:00 AM","11/18/2025 12:00:00 AM","2047506180001","COPPERWOOD","310","APARTMENT / TRIPLEX / UP DOWN DUPLEX","01","NEW CONSTRUCTION","2.00000000","","77.30000000","","618","MINERS CHASE W","618 MINERS CHASE W","2411607","30","44","PLAN 2411607 BLOCK 30 LOT 44","478268","487194.90000000"
"BP032826","BUILDING - RESIDENTIAL","RENO","EXPIRED","4/11/2025 12:00:00 AM","4/11/2025 12:00:00 AM","4/14/2025 12:00:00 AM","9/18/2025 12:00:00 AM","4215025170001","PARK MEADOWS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","2517","15 AVE N","2517 15 AVE N","992LK","16","59","PLAN 992LK BLOCK 16 LOT 59","339181","39813.53000000"
"BP032827","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/11/2025 12:00:00 AM","4/11/2025 12:00:00 AM","4/14/2025 12:00:00 AM","5/29/2025 12:00:00 AM","4006100430001","UPLANDS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","43","BEAVERRUN PL N","43 BEAVERRUN PL N","8810872","3","39","PLAN 8810872 BLOCK 3 LOT 39","205103","30561.30000000"
"BP032828","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/11/2025 12:00:00 AM","4/11/2025 12:00:00 AM","4/14/2025 12:00:00 AM","6/10/2025 12:00:00 AM","4041500130001","PARK MEADOWS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","13","MEADOWLARK PL N","13 MEADOWLARK PL N","7410532","24","12","PLAN 7410532 BLOCK 24 LOT 12","280577","26195.40000000"
"BP032829","BUILDING - RESIDENTIAL","RENO","EXPIRED","4/11/2025 12:00:00 AM","4/11/2025 12:00:00 AM","4/11/2025 12:00:00 AM","8/20/2025 12:00:00 AM","2046200590001","GARRY STATION","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","59","MONTROSE WAY W","59 MONTROSE WAY W","1810350","1","154","PLAN 1810350 BLOCK 1 LOT 154","471786","34556.29000000"
"BP032830","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/11/2025 12:00:00 AM","4/11/2025 12:00:00 AM","4/11/2025 12:00:00 AM","7/16/2025 12:00:00 AM","2026500420001","HERITAGE HEIGHTS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","42","HERITAGE PL W","42 HERITAGE PL W","9310891","1","118","PLAN 9310891 BLOCK 1 LOT 118","355211","29587.42000000"
"BP032831","BUILDING - RESIDENTIAL","RENO","EXPIRED","4/11/2025 12:00:00 AM","4/11/2025 12:00:00 AM","4/14/2025 12:00:00 AM","8/19/2025 12:00:00 AM","2015611190001","COPPERWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","1119","COALBROOK PL W","1119 COALBROOK PL W","2111598","32","48","PLAN 2111598 BLOCK 32 LOT 48","476251","26567.34000000"
"BP032882","BUILDING - HOMEOWNER","GARAGE-DET","COMPLETED","4/22/2025 12:00:00 AM","4/30/2025 12:00:00 AM","4/30/2025 12:00:00 AM","7/3/2025 12:00:00 AM","2005800830001","INDIAN BATTLE HEIGHTS","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","35.67000000","","83","ATHABASCA RD W","83 ATHABASCA RD W","9412103","7","26","PLAN 9412103 BLOCK 7 LOT 26","360223","40800.00000000"
"BP032832","BUILDING - HOMEOWNER","NEW 1 UNIT","COMPLETED","4/12/2025 12:00:00 AM","4/29/2025 12:00:00 AM","5/6/2025 12:00:00 AM","3/19/2026 12:00:00 AM","2012600070001","THE CANYONS","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","196.40000000","","7","CANYON MEADOWS BEND W","7 CANYON MEADOWS BEND W","1610143","5","2","PLAN 1610143 BLOCK 5 LOT 2","465363","678671.31000000"
"BP032833","BUILDING - RESIDENTIAL","NEW 1 UNIT","IN-PROGRESS","4/13/2025 12:00:00 AM","6/23/2025 12:00:00 AM","6/30/2025 12:00:00 AM","","2001504110001","THE CROSSINGS","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","109.90000000","","411","CALEDONIA BLVD W","411 CALEDONIA BLVD W","1912422","13","18","PLAN 1912422 BLOCK 13 LOT 18","474523","631289.76000000"
"BP032834","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/14/2025 12:00:00 AM","4/15/2025 12:00:00 AM","4/15/2025 12:00:00 AM","1/19/2026 12:00:00 AM","4009004050001","BLACKWOLF 2","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","174.84000000","","405","BLACKWOLF BLVD N","405 BLACKWOLF BLVD N","2310425","5","12","PLAN 2310425 BLOCK 5 LOT 12","477270","452821.80000000"
"BP032835","BUILDING - RESIDENTIAL","COVERED","COMPLETED","4/14/2025 12:00:00 AM","4/23/2025 12:00:00 AM","4/23/2025 12:00:00 AM","8/20/2025 12:00:00 AM","4080106670001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","8.50000000","","667","MARIE VAN HAARLEM CRES N","667 MARIE VAN HAARLEM CRES N","1112230","14","7","PLAN 1112230 BLOCK 14 LOT 7","460557","5782.59000000"
"BP032836","BUILDING - HOMEOWNER","RENO","COMPLETED","4/14/2025 12:00:00 AM","4/17/2025 12:00:00 AM","5/13/2025 12:00:00 AM","10/27/2025 12:00:00 AM","4203016050001","WESTMINSTER","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","7.50000000","","1605","3 AVE N","1605 3 AVE N","3245U","","22,23","PLAN 3245U LOT 22 AND THE EAST HALF OF LOT 23","323445","160000.00000000"
"BP032837","BUILDING - HOMEOWNER","ADDITION","CANCELLED","4/14/2025 12:00:00 AM","5/7/2025 12:00:00 AM","","6/17/2025 12:00:00 AM","1107109550001","FLEETWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","102.29000000","","955","7A ST S","955 7A ST S","6283S","19","38-40","PLAN 6283S BLOCK 19 LOTS 38 TO 40 INCLUSIVE","204704","353879.00000000"
"BP032838","BUILDING - RESIDENTIAL","RENO","CANCELLED","4/15/2025 12:00:00 AM","4/23/2025 12:00:00 AM","4/23/2025 12:00:00 AM","1/14/2026 12:00:00 AM","1024014010001","REDWOOD","330","ROW / CARRIAGE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","","","1401","LAKEMOUNT BLVD S","1401 LAKEMOUNT BLVD S","178LK","4","10","PLAN 178LK BLOCK 4 LOT 10","294584","20000.00000000"
"BP032839","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/15/2025 12:00:00 AM","4/15/2025 12:00:00 AM","4/15/2025 12:00:00 AM","4/28/2025 12:00:00 AM","1207016070001","VICTORIA PARK","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","","","1607","7 AVE S","1607 7 AVE S","4353S","126","33-35","PLAN 4353S  BLOCK 126  LOTS 33 TO 35 INCLUSIVE","318104","30000.00000000"
"BP032840","BUILDING - RESIDENTIAL","ADDITION","COMPLETED","4/15/2025 12:00:00 AM","4/16/2025 12:00:00 AM","4/16/2025 12:00:00 AM","7/24/2025 12:00:00 AM","2026801120001","HERITAGE HEIGHTS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","112","HERITAGE PT W","112 HERITAGE PT W","0312415","10","32","PLAN 0312415 BLOCK 10 LOT 32","401593","74883.00000000"
"BP032841","BUILDING - RESIDENTIAL","UNCOVERED","COMPLETED","4/15/2025 12:00:00 AM","4/16/2025 12:00:00 AM","4/22/2025 12:00:00 AM","9/8/2025 12:00:00 AM","1225045770001","DISCOVERY","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","6.50000000","","4577","25 AVE S","4577 25 AVE S","2010522","19","19","PLAN 2010522 BLOCK 19 LOT 19","474919","2973.60000000"
"BP032842","BUILDING - HOMEOWNER","GARAGE-DET","CANCELLED","4/15/2025 12:00:00 AM","4/15/2025 12:00:00 AM","4/16/2025 12:00:00 AM","4/23/2025 12:00:00 AM","1043701670001","SOUTHGATE","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","54.99000000","","167","SIXMILE RIDGE S","167 SIXMILE RIDGE S","0814675","24","47","PLAN 0814675 BLOCK 24 LOT 47","455903","62900.00000000"
"BP032843","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/15/2025 12:00:00 AM","4/16/2025 12:00:00 AM","5/8/2025 12:00:00 AM","12/18/2025 12:00:00 AM","2020208250001","THE CROSSINGS","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","162.21000000","","825","DEVONIA CIR W","825 DEVONIA CIR W","2111642","7","45","PLAN 2111642 BLOCK 7 LOT 45","476280","736203.89000000"
"BP032844","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/15/2025 12:00:00 AM","4/17/2025 12:00:00 AM","4/25/2025 12:00:00 AM","1/13/2026 12:00:00 AM","4009003510001","BLACKWOLF 2","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","131.55000000","","351","BLACKWOLF BLVD N","351 BLACKWOLF BLVD N","2311879","4","1","PLAN 2311879 BLOCK 4 LOT 1","477577","616661.10000000"
"BP032845","BUILDING - RESIDENTIAL","RENO","EXPIRED","4/15/2025 12:00:00 AM","4/17/2025 12:00:00 AM","4/17/2025 12:00:00 AM","8/20/2025 12:00:00 AM","2022704720001","COPPERWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","","","472","FIRELIGHT PT W","472 FIRELIGHT PT W","0714402","10","23","PLAN 0714402 BLOCK 10 LOT 23","453261","16235.59000000"
"BP032846","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/15/2025 12:00:00 AM","4/15/2025 12:00:00 AM","4/16/2025 12:00:00 AM","6/6/2025 12:00:00 AM","2062503130001","RIDGEWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","313","SHERWOOD PL W","313 SHERWOOD PL W","8111265","2","33","PLAN 8111265 BLOCK 2 LOT 33","241769","28043.31000000"
"BP032847","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/15/2025 12:00:00 AM","4/15/2025 12:00:00 AM","4/16/2025 12:00:00 AM","6/19/2025 12:00:00 AM","2007900340001","MOUNTAIN HEIGHTS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","34","MT BLAKISTON PL W","34 MT BLAKISTON PL W","7911317","5","37","PLAN 7911317 BLOCK 5 LOT 37","255629","26993.31000000"
"BP032848","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/15/2025 12:00:00 AM","4/15/2025 12:00:00 AM","4/15/2025 12:00:00 AM","6/4/2025 12:00:00 AM","4009300220001","BLACKWOLF 1","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","22","BLACKWOLF PASS N","22 BLACKWOLF PASS N","2110294","12","58","PLAN 2110294 BLOCK 12 LOT 58","475466","25091.38000000"
"BP032849","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/15/2025 12:00:00 AM","4/15/2025 12:00:00 AM","4/16/2025 12:00:00 AM","8/11/2025 12:00:00 AM","2026401780001","HERITAGE HEIGHTS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","178","HERITAGE CRES W","178 HERITAGE CRES W","9312223","4","22","PLAN 9312223 BLOCK 4 LOT 22","357640","14970.49000000"
"BP032850","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/15/2025 12:00:00 AM","4/15/2025 12:00:00 AM","4/16/2025 12:00:00 AM","7/7/2025 12:00:00 AM","2021105810001","WEST HIGHLANDS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","581","EDINBURGH RD W","581 EDINBURGH RD W","0412427","5","9","PLAN 0412427 BLOCK 5 LOT 9","407172","34505.17000000"
"BP032851","BUILDING - COMMERCIAL","NEW","IN-PROGRESS","4/15/2025 12:00:00 AM","4/23/2025 12:00:00 AM","6/4/2025 12:00:00 AM","","2001504510001","THE CROSSINGS","620","ELEMENTARY SCHOOL","01","NEW CONSTRUCTION","","","2917.00000000","","451","CALEDONIA BLVD W","451 CALEDONIA BLVD W","2411239","15","10SR","PLAN 2411239 BLOCK 15 LOT 10SR (SCHOOL RESERVE)","478183","12311964.90000000"
"BP032852","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/15/2025 12:00:00 AM","4/16/2025 12:00:00 AM","4/16/2025 12:00:00 AM","7/11/2025 12:00:00 AM","2022900220001","COUNTRY MEADOWS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","22","GOLDENROD PL W","22 GOLDENROD PL W","2210516","4","125","PLAN 2210516 BLOCK 4 LOT 125","476535","16235.59000000"
"BP032853","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/15/2025 12:00:00 AM","4/16/2025 12:00:00 AM","4/17/2025 12:00:00 AM","7/15/2025 12:00:00 AM","4241011330001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","1133","41 AVE N","1133 41 AVE N","6489Y","2","2","PLAN 6489Y BLOCK 2 LOT 2","301178","49854.77000000"
"BP032854","BUILDING - RESIDENTIAL","RENO","COMPLETED","4/16/2025 12:00:00 AM","4/16/2025 12:00:00 AM","4/16/2025 12:00:00 AM","4/28/2025 12:00:00 AM","4082009260001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","926","MAYDELL PALMER VISTA N","926 MAYDELL PALMER VISTA N","1311625","17","7","PLAN 1311625 BLOCK 17 LOT 7","462577","13000.00000000"
"BP032855","BUILDING - HOMEOWNER","GARAGE-DET","COMPLETED","4/16/2025 12:00:00 AM","5/16/2025 12:00:00 AM","5/16/2025 12:00:00 AM","7/8/2025 12:00:00 AM","1015002100001","GLENDALE","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","15.61000000","","210","DUNKIRK ST S","210 DUNKIRK ST S","7510923","10","11","PLAN 7510923 BLOCK 10 LOT 11","276300","17850.00000000"
