"FOLDERNUMBER","FOLDERTYPE","REPORTCODE","FOLDERSTATUS","APPLICATIONDATE","APPROVEDAPPLICATIONDATE","DECISIONDATE","COMPLETEDDATE","ROLLNUMBER","NEIGHBOURHOOD","UNIT","HOUSE","STREET","ADDRESS","PLAN","BLOCK","LOT","LEGAL","PROPERTY_NUMBER","UNITSCREATED"
"CMP02075","COMPLIANCE","NEW","COMPLETED","3/16/2010 12:00:00 AM","","3/17/2010 12:00:00 AM","3/17/2010 12:00:00 AM","1075100510001","TUDOR ESTATES","","51","TUDOR BLVD S","51 TUDOR BLVD S","7910505","1","13","PLAN 7910505 BLOCK 1 LOT 13","257414",""
"CMP02076","COMPLIANCE","NEW","COMPLETED","3/16/2010 12:00:00 AM","","3/17/2010 12:00:00 AM","3/17/2010 12:00:00 AM","4072300300001","LEGACY RIDGE / HARDIEVILLE","","30","DOROTHY GENTLEMAN CRES N","30 DOROTHY GENTLEMAN CRES N","0613894","1","39","PLAN 0613894 BLOCK 1 LOT 39","425995",""
"CMP02077","COMPLIANCE","NEW","COMPLETED","3/16/2010 12:00:00 AM","","3/17/2010 12:00:00 AM","3/17/2010 12:00:00 AM","4031908100001","UPLANDS","","810","KODIAK BAY N","810 KODIAK BAY N","0715659","14","85","PLAN 0715659 BLOCK 14 LOT 85","453887",""
"CMP02078","COMPLIANCE","NEW","COMPLETED","3/17/2010 12:00:00 AM","","3/17/2010 12:00:00 AM","3/17/2010 12:00:00 AM","2061103940001","COPPERWOOD","","394","TWINRIVER RD W","394 TWINRIVER RD W","0914592","13","31","PLAN 0914592 BLOCK 13 LOT 31","457867",""
"CMP02079","COMPLIANCE","NEW","COMPLETED","3/17/2010 12:00:00 AM","","3/17/2010 12:00:00 AM","3/17/2010 12:00:00 AM","2013516280001","COPPERWOOD","","1628","COALBANKS BLVD W","1628 COALBANKS BLVD W","0914086","5","47","PLAN 0914086 BLOCK 5 LOT 47","458109",""
"CMP02080","COMPLIANCE","NEW","COMPLETED","3/17/2010 12:00:00 AM","","3/19/2010 12:00:00 AM","3/19/2010 12:00:00 AM","4015000900001","PARK MEADOWS","","90","EAGLE RD N","90 EAGLE RD N","7410532","24","80","PLAN 7410532 BLOCK 24 LOT 80","283398",""
"CMP02081","COMPLIANCE","NEW","COMPLETED","3/17/2010 12:00:00 AM","","3/19/2010 12:00:00 AM","3/19/2010 12:00:00 AM","1117111220001","VICTORIA PARK","","1122","17A ST S","1122 17A ST S","1468GF","1","14,15","PLAN 1468GF BLOCK 1 THAT PORTION OF LOT 14 WHICH LIES TO THE NORTH OF THE SOUTH 13 FEET OF SAID LOT AND THAT PROTION OF LOT 15 WHICH LIES TO THE SOUTH OF THE NORTH 20 FT THEREOF","337711",""
"CMP02082","COMPLIANCE","NEW","COMPLETED","3/19/2010 12:00:00 AM","","3/23/2010 12:00:00 AM","3/23/2010 12:00:00 AM","4139003100001","","","310","39 ST N","310 39 ST N","9510835","D","13","PLAN 9510835 BLOCK D LOT 13","361609",""
"CMP02083","COMPLIANCE","NEW","COMPLETED","3/19/2010 12:00:00 AM","","3/23/2010 12:00:00 AM","3/23/2010 12:00:00 AM","4139003500001","","","350","39 ST N","350 39 ST N","9711324","D","15","PLAN 9711324 BLOCK D LOT 15","369617",""
"CMP02084","COMPLIANCE","NEW","COMPLETED","3/19/2010 12:00:00 AM","","3/24/2010 12:00:00 AM","3/24/2010 12:00:00 AM","1206008200001","LONDON ROAD","","820","6 AVE S","820 6 AVE S","384B","","11,12","PLAN 384B THOSE PORTIONS OF LOTS 11 AND 12 WHICH LIE NORTH OF THE SOUTH 52 FEET THROUGHOUT THE SAID LOTS","274809",""
"CMP02085","COMPLIANCE","NEW","COMPLETED","3/19/2010 12:00:00 AM","","3/19/2010 12:00:00 AM","3/19/2010 12:00:00 AM","4242011060001","LEGACY RIDGE / HARDIEVILLE","","1106","42 AVE N","1106 42 AVE N","6489Y","2","10","PLAN 6489Y BLOCK 2 THAT PORTION OF LOT 10 WHICH LIES NORTH OF A STRAIGHT LINE DRAWN EASTERLY AND AT RIGHT ANGLES TO THE WEST BOUNDARY OF SAID LOT FROM A POINT 18.28 METRES NORTHERLY THEREON FROM THE SOUTHWEST CORNER OF SAID LOT","371822",""
"CMP02086","COMPLIANCE","NEW","COMPLETED","3/23/2010 12:00:00 AM","","3/23/2010 12:00:00 AM","3/23/2010 12:00:00 AM","4027203490001","UPLANDS","","349","GRIZZLY CRES N","349 GRIZZLY CRES N","0610714","18","51","PLAN 0610714 BLOCK 18 LOT 51","420304",""
"CMP02087","COMPLIANCE","NEW","COMPLETED","3/23/2010 12:00:00 AM","","3/24/2010 12:00:00 AM","3/24/2010 12:00:00 AM","4078003540001","LEGACY RIDGE / HARDIEVILLE","","354","LETTICE PERRY RD N","354 LETTICE PERRY RD N","0712105","8","3","PLAN 0712105 BLOCK 8 LOT 3","452792",""
"CMP02088","COMPLIANCE","NEW","COMPLETED","3/24/2010 12:00:00 AM","","3/25/2010 12:00:00 AM","3/25/2010 12:00:00 AM","2040601110001","VARSITY VILLAGE","","111","LAVAL RD W","111 LAVAL RD W","7610543","17","73","PLAN 7610543 BLOCK 17 LOT 73","273920",""
"CMP02089","COMPLIANCE","NEW","COMPLETED","3/24/2010 12:00:00 AM","","3/25/2010 12:00:00 AM","3/25/2010 12:00:00 AM","1222024130001","AGNES DAVIDSON","","2413","22 AVE S","2413 22 AVE S","151JK","5","25","PLAN 151JK BLOCK 5 LOT 25","348974",""
"CMP02090","COMPLIANCE","NEW","COMPLETED","3/24/2010 12:00:00 AM","","3/25/2010 12:00:00 AM","3/25/2010 12:00:00 AM","4032003300001","UPLANDS","","330","KODIAK BLVD N","330 KODIAK BLVD N","0512465","16","38","PLAN 0512465 BLOCK 16 LOT 38","414690",""
"CMP02091","COMPLIANCE","NEW","COMPLETED","3/25/2010 12:00:00 AM","","3/26/2010 12:00:00 AM","3/26/2010 12:00:00 AM","4015001420001","PARK MEADOWS","","142","EAGLE RD N","142 EAGLE RD N","7410532","24","67","PLAN 7410532 BLOCK 24 LOT 67","281578",""
"CMP02092","COMPLIANCE","NEW","COMPLETED","3/25/2010 12:00:00 AM","","3/26/2010 12:00:00 AM","3/26/2010 12:00:00 AM","4125011000001","PARK MEADOWS","","1100","25 ST N","1100 25 ST N","7099JK","9","44","PLAN 7099JK BLOCK 9 LOT 44","296082",""
"CMP02093","COMPLIANCE","NEW","COMPLETED","3/25/2010 12:00:00 AM","","3/26/2010 12:00:00 AM","3/26/2010 12:00:00 AM","2066001320001","SUNRIDGE","","132","MT SUNDANCE CRES W","132 MT SUNDANCE CRES W","0812285","8","9","PLAN 0812285 BLOCK 8 LOT 9","455098",""
"CMP02094","COMPLIANCE","NEW","COMPLETED","3/25/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","2055306990001","INDIAN BATTLE HEIGHTS","","699","RED CROW BLVD W","699 RED CROW BLVD W","9912154","11","4","PLAN 9912154 BLOCK 11 LOT 4","376995",""
"CMP02095","COMPLIANCE","NEW","COMPLETED","3/26/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","2013302530001","RIDGEWOOD","","253","COACHWOOD PT W","253 COACHWOOD PT W","8710990","27","62","PLAN 8710990 BLOCK 27 LOT 62","213825",""
"CMP02096","COMPLIANCE","NEW","COMPLETED","3/26/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","2060606320001","COPPERWOOD","","632","SILKSTONE PT W","632 SILKSTONE PT W","0714443","1","30","PLAN 0714443 BLOCK 1 LOT 30","453408",""
"CMP02097","COMPLIANCE","NEW","COMPLETED","3/26/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","2060606340001","COPPERWOOD","","634","SILKSTONE PT W","634 SILKSTONE PT W","0714443","1","29","PLAN 0714443 BLOCK 1 LOT 29","453407",""
"CMP02098","COMPLIANCE","NEW","COMPLETED","3/26/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","2022801480001","COPPERWOOD","","148","FIRELIGHT WAY W","148 FIRELIGHT WAY W","0814827","12","58","PLAN 0814827 BLOCK 12 LOT 58","456120",""
"CMP02099","COMPLIANCE","NEW","COMPLETED","3/26/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","2022801280001","COPPERWOOD","","128","FIRELIGHT WAY W","128 FIRELIGHT WAY W","0814827","12","53","PLAN 0814827 BLOCK 12 LOT 53","456115",""
"CMP02100","COMPLIANCE","NEW","COMPLETED","3/26/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","4076900120001","LEGACY RIDGE / HARDIEVILLE","","12","JESSIE URSENBACH WAY N","12 JESSIE URSENBACH WAY N","0715448","11","22","PLAN 0715448 BLOCK 11 LOT 22","453778",""
"CMP02101","COMPLIANCE","NEW","COMPLETED","3/26/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","2010201560001","PARADISE CANYON","","156","CANYONCREST PT W","156 CANYONCREST PT W","0612885","5","33","PLAN 0612885 BLOCK 5 LOT 33","423923",""
"CMP02102","COMPLIANCE","NEW","COMPLETED","3/26/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","4041000070001","PARK MEADOWS","","7","MEADOWLARK BLVD N","7 MEADOWLARK BLVD N","7410532","24","108","PLAN 7410532 BLOCK 24 THE EAST HALF OF LOT 108","281900",""
"CMP02103","COMPLIANCE","NEW","COMPLETED","3/29/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","4209012140001","SENATOR BUCHANAN","","1214","9 AVE N","1214 9 AVE N","406R","172","7,8","PLAN 406R BLOCK 172 LOT 7 AND THE WEST 1/2 OF LOT 8","344368",""
"CMP02104","COMPLIANCE","NEW","COMPLETED","3/29/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","2057101950001","VARSITY VILLAGE","","195","RYERSON RD W","195 RYERSON RD W","7710684","19","52","PLAN 7710684 BLOCK 19 LOT 52","270903",""
"CMP02105","COMPLIANCE","NEW","COMPLETED","3/29/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","4007400110001","UPLANDS","","11","BLUEFOX RD N","11 BLUEFOX RD N","8810891","3","57","PLAN 8810891 BLOCK 3 LOT 57","214476",""
"CMP02106","COMPLIANCE","NEW","COMPLETED","3/29/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","2021000110001","RIDGEWOOD","","11","EDGEWOOD PL W","11 EDGEWOOD PL W","8710990","6","49","PLAN LETHBRIDGE 8710990 BLOCK SIX (6) LOT FORTY NINE (49) EXCEPTING THEREOUT THE MOST NORTH EASTERLY 0.61 METRES IN PERPENDICULAR WIDTH THROUGHOUT","222085",""
"CMP02107","COMPLIANCE","NEW","COMPLETED","3/29/2010 12:00:00 AM","","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","4035907090001","UPLANDS","","709","LYNX LANDNG N","709 LYNX LANDNG N","0715659","19","137","PLAN 0715659 BLOCK 19 LOT 137","453905",""
"CMP02108","COMPLIANCE","NEW","COMPLETED","3/30/2010 12:00:00 AM","","3/31/2010 12:00:00 AM","3/31/2010 12:00:00 AM","4076900190001","LEGACY RIDGE / HARDIEVILLE","","19","JESSIE URSENBACH WAY N","19 JESSIE URSENBACH WAY N","0715448","6","24","PLAN 0715448 BLOCK 6 LOT 24","453749",""
"CMP02109","COMPLIANCE","NEW","COMPLETED","3/30/2010 12:00:00 AM","","3/31/2010 12:00:00 AM","3/31/2010 12:00:00 AM","2010200440001","PARADISE CANYON","","44","CANYONCREST PT W","44 CANYONCREST PT W","0511482","5","5","PLAN 0511482 BLOCK 5 LOT 5","413661",""
"CMP02110","COMPLIANCE","NEW","COMPLETED","3/30/2010 12:00:00 AM","","3/31/2010 12:00:00 AM","3/31/2010 12:00:00 AM","2002500850001","WEST HIGHLANDS","","85","ABERDEEN RD W","85 ABERDEEN RD W","0410681","7","59","PLAN 0410681 BLOCK 7 LOT 59","405107",""
"CMP02111","COMPLIANCE","NEW","COMPLETED","3/30/2010 12:00:00 AM","","3/31/2010 12:00:00 AM","3/31/2010 12:00:00 AM","4080604510001","LEGACY RIDGE / HARDIEVILLE","","451","MARY CAMERON CRES N","451 MARY CAMERON CRES N","0715448","6","18","PLAN 0715448 BLOCK 6 LOT 18","453743",""
"CMP02112","COMPLIANCE","NEW","COMPLETED","3/30/2010 12:00:00 AM","","3/31/2010 12:00:00 AM","3/31/2010 12:00:00 AM","2022801270001","COPPERWOOD","","127","FIRELIGHT WAY W","127 FIRELIGHT WAY W","0814827","10","59","PLAN 0814827 BLOCK 10 LOT 59","456095",""
"CMP02113","COMPLIANCE","NEW","COMPLETED","3/31/2010 12:00:00 AM","","4/1/2010 12:00:00 AM","4/1/2010 12:00:00 AM","2051000030001","VARSITY VILLAGE","","3","OXFORD PL W","3 OXFORD PL W","7710882","28","14","PLAN 7710882 BLOCK 28 LOT 14","270413",""
"CMP02114","COMPLIANCE","NEW","COMPLETED","3/31/2010 12:00:00 AM","","4/1/2010 12:00:00 AM","4/1/2010 12:00:00 AM","4210014140001","WINSTON CHURCHILL","","1414","10 AVE N","1414 10 AVE N","1357GY","1","10","PLAN 1357GY BLOCK 1 LOT 10","334064",""
"CMP02115","COMPLIANCE","NEW","COMPLETED","3/31/2010 12:00:00 AM","","4/1/2010 12:00:00 AM","4/1/2010 12:00:00 AM","4112007400001","SENATOR BUCHANAN","","740","12 ST N","740 12 ST N","4275AQ","174","20","PLAN 4275AQ BLOCK 174 LOT 20","317481",""
"CMP02116","COMPLIANCE","NEW","COMPLETED","4/1/2010 12:00:00 AM","","4/6/2010 12:00:00 AM","4/6/2010 12:00:00 AM","1206033090001","GLENDALE","","3309","6 AVE S","3309 6 AVE S","3529AA","22","35,36","PLAN 3529AA BLOCK 22 LOTS 35 AND 36","322955",""
"CMP02117","COMPLIANCE","NEW","COMPLETED","4/1/2010 12:00:00 AM","","4/6/2010 12:00:00 AM","4/6/2010 12:00:00 AM","2010100190001","PARADISE CANYON","","19","CANYONCREST CRT W","19 CANYONCREST CRT W","0312931","3","4","PLAN 0312931 BLOCK 3 LOT 4","402664",""
"CMP02118","COMPLIANCE","NEW","COMPLETED","4/1/2010 12:00:00 AM","","4/8/2010 12:00:00 AM","4/8/2010 12:00:00 AM","1205012650001","LONDON ROAD","","1265","5 AVE S","1265 5 AVE S","4058Y","","1","PLAN 4058Y LOT 1","262734",""
"CMP02119","COMPLIANCE","NEW","COMPLETED","4/1/2010 12:00:00 AM","","4/8/2010 12:00:00 AM","4/8/2010 12:00:00 AM","4220015010001","WINSTON CHURCHILL","","1501","20 AVE N","1501 20 AVE N","7510919","8","16","PLAN 7510919 BLOCK 8 LOT 16","276139",""
"CMP02120","COMPLIANCE","NEW","COMPLETED","4/1/2010 12:00:00 AM","","4/8/2010 12:00:00 AM","4/8/2010 12:00:00 AM","4052017380001","ST EDWARDS","","1738","ST ANDREW RD N","1738 ST ANDREW RD N","1094LK","6","29","PLAN 1094LK BLOCK 6 LOT 29","339041",""
"CMP02121","COMPLIANCE","NEW","COMPLETED","4/1/2010 12:00:00 AM","","4/8/2010 12:00:00 AM","4/8/2010 12:00:00 AM","2061103900001","COPPERWOOD","","390","TWINRIVER RD W","390 TWINRIVER RD W","0914592","13","32","PLAN 0914592 BLOCK 13 LOT 32","457868",""
"CMP02122","COMPLIANCE","NEW","COMPLETED","4/1/2010 12:00:00 AM","","4/8/2010 12:00:00 AM","4/8/2010 12:00:00 AM","2060307520001","COPPERWOOD","","752","SILKSTONE CLOSE W","752 SILKSTONE CLOSE W","0814784","9","4","PLAN 0814784 BLOCK 9 LOT 4","456021",""
"CMP02123","COMPLIANCE","NEW","COMPLETED","4/1/2010 12:00:00 AM","","4/8/2010 12:00:00 AM","4/8/2010 12:00:00 AM","2060307500001","COPPERWOOD","","750","SILKSTONE CLOSE W","750 SILKSTONE CLOSE W","0814784","9","3","PLAN 0814784 BLOCK 9 LOT 3","456020",""
"CMP02124","COMPLIANCE","NEW","COMPLETED","4/1/2010 12:00:00 AM","","4/8/2010 12:00:00 AM","4/8/2010 12:00:00 AM","1083604330001","FAIRMONT","","433","FAIRMONT BLVD S","433 FAIRMONT BLVD S","9512521","9","31","PLAN 9512521 BLOCK 9 LOT 31","363093",""
"CMP02126","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/8/2010 12:00:00 AM","4/8/2010 12:00:00 AM","1213017410001","AGNES DAVIDSON","","1741","13 AVE S","1741 13 AVE S","6585GL","1","12","PLAN 6585GL BLOCK 1 LOT 12","300345",""
"CMP02127","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/6/2010 12:00:00 AM","4/6/2010 12:00:00 AM","1075100190001","TUDOR ESTATES","","19","TUDOR BLVD S","19 TUDOR BLVD S","7910505","1","5","PLAN 7910505 BLOCK 1 LOT 5","257652",""
"CMP02128","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/9/2010 12:00:00 AM","4/9/2010 12:00:00 AM","2061104490001","COPPERWOOD","","449","TWINRIVER RD W","449 TWINRIVER RD W","0810100","14","10","PLAN 0810100 BLOCK 14 LOT 10","454193",""
"CMP02129","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/12/2010 12:00:00 AM","4/12/2010 12:00:00 AM","2061104540001","COPPERWOOD","","454","TWINRIVER RD W","454 TWINRIVER RD W","0810100","5","15","PLAN 0810100 BLOCK 5 LOT 15","454200",""
"CMP02130","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/9/2010 12:00:00 AM","4/9/2010 12:00:00 AM","2028302300001","COPPERWOOD","","230","KEYSTONE LANE W","230 KEYSTONE LANE W","0613427","4","8","PLAN 0613427 BLOCK 4 LOT 8","425232",""
"CMP02131","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/12/2010 12:00:00 AM","4/12/2010 12:00:00 AM","2013502040001","COPPERWOOD","","204","COALBANKS BLVD W","204 COALBANKS BLVD W","0814635","13","19","PLAN 0814635 BLOCK 13 LOT 19","455760",""
"CMP02132","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/12/2010 12:00:00 AM","4/12/2010 12:00:00 AM","2013501920001","COPPERWOOD","","192","COALBANKS BLVD W","192 COALBANKS BLVD W","0814635","13","16","PLAN 0814635 BLOCK 13 LOT 16","455757",""
"CMP02133","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/12/2010 12:00:00 AM","4/12/2010 12:00:00 AM","2066400870001","SUNRIDGE","","87","MT SUNDANCE RD W","87 MT SUNDANCE RD W","0812285","6","54","PLAN 0812285 BLOCK 6 LOT 54","455072",""
"CMP02134","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/9/2010 12:00:00 AM","4/9/2010 12:00:00 AM","2061104290001","COPPERWOOD","","429","TWINRIVER RD W","429 TWINRIVER RD W","0810100","14","15","PLAN 0810100 BLOCK 14 LOT 15","454198",""
"CMP02135","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/9/2010 12:00:00 AM","4/9/2010 12:00:00 AM","2061104170001","COPPERWOOD","","417","TWINRIVER RD W","417 TWINRIVER RD W","0914592","14","18","PLAN 0914592 BLOCK 14 LOT 18","457878",""
"CMP02136","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/9/2010 12:00:00 AM","4/9/2010 12:00:00 AM","2022502340001","COPPERWOOD","","234","FIRELIGHT CRES W","234 FIRELIGHT CRES W","0714402","12","23","PLAN 0714402 BLOCK 12 LOT 23","453313",""
"CMP02137","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/9/2010 12:00:00 AM","4/9/2010 12:00:00 AM","2061104370001","COPPERWOOD","","437","TWINRIVER RD W","437 TWINRIVER RD W","0810100","14","13","PLAN 0810100 BLOCK 14 LOT 13","454196",""
"CMP02138","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/12/2010 12:00:00 AM","4/12/2010 12:00:00 AM","2055309300001","INDIAN BATTLE HEIGHTS","","930","RED CROW BLVD W","930 RED CROW BLVD W","8011133","4","19","PLAN 8011133 BLOCK 4 LOT 19","249637",""
"CMP02139","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/12/2010 12:00:00 AM","4/12/2010 12:00:00 AM","2065902710001","SUNRIDGE","","271","MT SUNBURST WAY W","271 MT SUNBURST WAY W","0514137","1","25","PLAN 0514137 BLOCK 1 LOT 25","416510",""
"CMP02140","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/12/2010 12:00:00 AM","4/12/2010 12:00:00 AM","4213010140001","ST EDWARDS","","1014","13 AVE N","1014 13 AVE N","6166GR","11","16","PLAN 6166GR BLOCK 11 LOT 16","251345",""
"CMP02141","COMPLIANCE","NEW","COMPLETED","4/6/2010 12:00:00 AM","","4/12/2010 12:00:00 AM","4/12/2010 12:00:00 AM","4124007230001","MAJESTIC PLACE","","723","24 ST N","723 24 ST N","2896IB","4","44","PLAN 2896IB BLOCK 4 LOT 44","326049",""
"CMP02142","COMPLIANCE","NEW","COMPLETED","4/9/2010 12:00:00 AM","","4/12/2010 12:00:00 AM","4/12/2010 12:00:00 AM","4112303130001","SENATOR BUCHANAN","","313","12C ST N","313 12C ST N","406R","146","23,24","PLAN 406R  BLOCK 146  THE NORTH HALF OF LOT 23 AND ALL OF LOT 24","246865",""
"CMP02143","COMPLIANCE","NEW","COMPLETED","4/12/2010 12:00:00 AM","","4/13/2010 12:00:00 AM","4/13/2010 12:00:00 AM","1207021040001","VICTORIA PARK","","2104","7 AVE S","2104 7 AVE S","8356FP","","1","PLAN 8356 FP THE NORTHERLY 27.40 METRES IN PERPENDICULAR WIDTH THROUGHOUT LOT 1","357255",""
"CMP02144","COMPLIANCE","NEW","COMPLETED","4/12/2010 12:00:00 AM","","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","1221024310001","AGNES DAVIDSON","","2431","21 AVE S","2431 21 AVE S","151JK","1","25","PLAN 151JK BLOCK 1 LOT 25","348484",""
"CMP02145","COMPLIANCE","NEW","COMPLETED","4/12/2010 12:00:00 AM","","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","1213017300001","AGNES DAVIDSON","","1730","13 AVE S","1730 13 AVE S","6585GL","2","8,9","PLAN 6585GL BLOCK 2 THE WHOLE OF LOT 8 AND THE MOST WESTERLY 3 FEET THROUGHOUT LOT 9","299358",""
"CMP02146","COMPLIANCE","NEW","COMPLETED","4/12/2010 12:00:00 AM","","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","2053501000001","VARSITY VILLAGE","","100","PRINCETON CRES W","100 PRINCETON CRES W","7711628","34A","6","PLAN 7711628 BLOCK 34A LOT 6","239242",""
"CMP02147","COMPLIANCE","NEW","COMPLETED","4/13/2010 12:00:00 AM","","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","2066002060001","SUNRIDGE","","206","MT SUNDANCE CRES W","206 MT SUNDANCE CRES W","0812285","8","13","PLAN 0812285 BLOCK 8 LOT 13","455080",""
"CMP02148","COMPLIANCE","NEW","COMPLETED","4/13/2010 12:00:00 AM","","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4212011100001","ST EDWARDS","","1110","12 AVE N","1110 12 AVE N","6166GR","10","6","PLAN 6166GR BLOCK 10 LOT 6","305140",""
"CMP02149","COMPLIANCE","NEW","COMPLETED","4/15/2010 12:00:00 AM","","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","2063000500001","VARSITY VILLAGE","","50","SIMON FRASER BLVD W","50 SIMON FRASER BLVD W","7710684","21","15A","PLAN 7710684 BLOCK 21 LOT 15A","268404",""
"CMP02150","COMPLIANCE","NEW","COMPLETED","4/15/2010 12:00:00 AM","","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4208016110001","WESTMINSTER","","1611","8 AVE N","1611 8 AVE N","3256AA","2","19-21","PLAN LETHBRIDGE 3256AA BLOCK TWO (2) THAT PORTION OF LOT NINETEEN (19) WHICH LIES TO THE WEST OF THE EASTERLY FIFTEEN AND NINETY FIVE HUNDREDTHS (15.95) FEET OF THE SAID LOT NINETEEN (19) ALL OF LOT TWENTY (20) AND THAT PORTION OF LOT TWENTY ONE (21)","225879",""
"CMP02151","COMPLIANCE","NEW","COMPLETED","4/15/2010 12:00:00 AM","","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4121005380001","WESTMINSTER","","538","21 ST N","538 21 ST N","4023AA","","4-6","PLAN 4023AA LOTS 4, 5 AND THE NORTH HALF OF LOT 6","224857",""
"CMP02152","COMPLIANCE","NEW","COMPLETED","4/15/2010 12:00:00 AM","","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","2013501590001","COPPERWOOD","","159","COALBANKS BLVD W","159 COALBANKS BLVD W","0814635","4","51","PLAN 0814635 BLOCK 4 LOT 51","455825",""
"CMP02153","COMPLIANCE","NEW","COMPLETED","4/15/2010 12:00:00 AM","","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","2061104810001","COPPERWOOD","","481","TWINRIVER RD W","481 TWINRIVER RD W","0810100","14","2","PLAN 0810100 BLOCK 14 LOT 2","454185",""
"CMP02154","COMPLIANCE","NEW","COMPLETED","4/15/2010 12:00:00 AM","","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","2022801350001","COPPERWOOD","","135","FIRELIGHT WAY W","135 FIRELIGHT WAY W","0814827","10","61","PLAN 0814827 BLOCK 10 LOT 61","456097",""
"CMP02155","COMPLIANCE","NEW","COMPLETED","4/15/2010 12:00:00 AM","","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","2061104770001","COPPERWOOD","","477","TWINRIVER RD W","477 TWINRIVER RD W","0810100","14","3","PLAN 0810100 BLOCK 14 LOT 3","454186",""
"CMP02156","COMPLIANCE","NEW","COMPLETED","4/15/2010 12:00:00 AM","","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","2028601100001","COPPERWOOD","","110","KEYSTONE TERR W","110 KEYSTONE TERR W","0814635","2","3","PLAN 0814635 BLOCK 2 LOT 3","455775",""
"CMP02157","COMPLIANCE","NEW","COMPLETED","4/15/2010 12:00:00 AM","","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","2061104660001","COPPERWOOD","","466","TWINRIVER RD W","466 TWINRIVER RD W","0810100","5","18","PLAN 0810100 BLOCK 5 LOT 18","454203",""
"CMP02158","COMPLIANCE","NEW","COMPLETED","4/15/2010 12:00:00 AM","","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","1216014240001","AGNES DAVIDSON","","1424","16 AVE S","1424 16 AVE S","590AI","1","23,24","PLAN 590AI BLOCK 1 LOTS 23 AND 24","278302",""
"CMP02159","COMPLIANCE","NEW","COMPLETED","4/15/2010 12:00:00 AM","","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","1117111190001","VICTORIA PARK","","1119","17A ST S","1119 17A ST S","1468GF","2","6,7","PLAN 1468GF BLOCK 2  LOT 7 AND THE MOST SOUTHERLY 2 FEET THROUGHOUT LOT 6","338236",""
